,period,TOA,GHI,BHI,DHI,BNI,start,end,DNI,cos_zenith,zenith_rad,zenith_deg,day_of_year,I0n,Kt,Kd,Kn,G0h,k_test,individual_limit_test,night_time_test
1533,2024-06-03T21:00:00.0/2024-06-03T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-03 21:00:00,2024-06-03 22:00:00,0.0,,,,155,1326.8499659994552,,,0.0,,Failed,Passed,Failed
1534,2024-06-03T22:00:00.0/2024-06-03T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-03 22:00:00,2024-06-03 23:00:00,0.0,,,,155,1326.8499659994552,,,0.0,,Failed,Passed,Failed
1535,2024-06-03T23:00:00.0/2024-06-04T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-03 23:00:00,2024-06-04 00:00:00,0.0,,,,155,1326.8499659994552,,,0.0,,Failed,Passed,Failed
1536,2024-06-04T00:00:00.0/2024-06-04T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 00:00:00,2024-06-04 01:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1537,2024-06-04T01:00:00.0/2024-06-04T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 01:00:00,2024-06-04 02:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1538,2024-06-04T02:00:00.0/2024-06-04T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 02:00:00,2024-06-04 03:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1539,2024-06-04T03:00:00.0/2024-06-04T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 03:00:00,2024-06-04 04:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1540,2024-06-04T04:00:00.0/2024-06-04T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 04:00:00,2024-06-04 05:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1541,2024-06-04T05:00:00.0/2024-06-04T06:00:00.0,99.2887,28.8706,2.8162,26.0544,21.443,2024-06-04 05:00:00,2024-06-04 06:00:00,21.443,0.13133423494846796,1.4390815737780305,82.45330055252555,156,1326.501897774277,0.16571811529335642,0.9024543999778322,0.01616507299083324,174.21511190187553,Passed,Passed,Passed
1542,2024-06-04T06:00:00.0/2024-06-04T07:00:00.0,377.2235,168.4705,49.6066,118.864,162.568,2024-06-04 06:00:00,2024-06-04 07:00:00,162.568,0.30514307858865203,1.2607076568716375,72.23322793857199,156,1326.501897774277,0.4162099570006808,0.705547855559282,0.12255391437642953,404.7728728405323,Passed,Passed,Passed
1543,2024-06-04T07:00:00.0/2024-06-04T08:00:00.0,648.9351,371.4273,166.8398,204.5875,335.0324,2024-06-04 07:00:00,2024-06-04 08:00:00,335.0324,0.4979810907840555,1.0495272221174419,60.13348031141873,156,1326.501897774277,0.5622805921609622,0.5508143854800118,0.2525683533224846,660.5728619807542,Passed,Passed,Passed
1544,2024-06-04T08:00:00.0/2024-06-04T09:00:00.0,892.5291,576.1022,310.0645,266.0378,457.7539,2024-06-04 08:00:00,2024-06-04 09:00:00,457.7539,0.6773604768850687,0.8266276550804424,47.36227586490529,156,1326.501897774277,0.6411679505043455,0.4617892450332597,0.3450834867014214,898.519958065333,Passed,Passed,Passed
1545,2024-06-04T09:00:00.0/2024-06-04T10:00:00.0,1091.4099,745.2848,433.8381,311.4467,525.2504,2024-06-04 09:00:00,2024-06-04 10:00:00,525.2504,0.8259643400557144,0.598885599661525,34.31361727176682,156,1326.501897774277,0.6802257852488169,0.41788951015772763,0.3959665650545332,1095.6432645777834,Passed,Passed,Passed
1546,2024-06-04T10:00:00.0/2024-06-04T11:00:00.0,1232.0299,865.1135,521.9213,343.1923,560.298,2024-06-04 10:00:00,2024-06-04 11:00:00,560.298,0.9315064483542687,0.3722634809291904,21.329126324091423,156,1326.501897774277,0.700131065086643,0.3967020512337398,0.42238763543430874,1235.645071530914,Passed,Passed,Passed
1547,2024-06-04T11:00:00.0/2024-06-04T12:00:00.0,1304.8134,924.2526,560.2709,363.9817,568.0919,2024-06-04 11:00:00,2024-06-04 12:00:00,568.0919,0.9862328612676927,0.16612552023658853,9.51829117897167,156,1326.501897774277,0.7064856357086964,0.39381192976898305,0.4282631641561879,1308.2397621189498,Passed,Passed,Passed
1548,2024-06-04T12:00:00.0/2024-06-04T13:00:00.0,1304.8086,916.4973,540.8487,375.6486,548.3036,2024-06-04 12:00:00,2024-06-04 13:00:00,548.3036,0.9864037004316587,0.16508919806801037,9.458914292496297,156,1326.501897774277,0.7004362615597547,0.4098742025753922,0.4133455073980614,1308.4663805941648,Passed,Passed,Passed
1549,2024-06-04T13:00:00.0/2024-06-04T14:00:00.0,1232.0258,843.4435,471.6885,371.7549,506.1048,2024-06-04 13:00:00,2024-06-04 14:00:00,506.1048,0.9319978787002217,0.37091003001136547,21.251579298721943,156,1326.501897774277,0.6822337438536727,0.4407585096097131,0.38153341570727317,1236.2969548174444,Passed,Passed,Passed
1550,2024-06-04T14:00:00.0/2024-06-04T15:00:00.0,1091.4352,714.3243,369.3403,344.984,446.9206,2024-06-04 14:00:00,2024-06-04 15:00:00,446.9206,0.8264114475815167,0.598092003928291,34.26814758561293,156,1326.501897774277,0.6516152266623213,0.48295151095937794,0.3369166683816157,1096.2363535592694,Passed,Passed,Passed
1551,2024-06-04T15:00:00.0/2024-06-04T16:00:00.0,892.6283,544.9099,255.0773,289.8326,376.2163,2024-06-04 15:00:00,2024-06-04 16:00:00,376.2163,0.6780070400990068,0.8257483999798381,47.31189825852531,156,1326.501897774277,0.6058744231715616,0.5318908685637754,0.2836153499902633,899.3776253956529,Passed,Passed,Passed
1552,2024-06-04T16:00:00.0/2024-06-04T17:00:00.0,649.163,348.1224,134.7389,213.3835,270.382,2024-06-04 16:00:00,2024-06-04 17:00:00,270.382,0.4983279212373606,1.0491272277163475,60.110562320407155,156,1326.501897774277,0.526633973130805,0.6129553858068311,0.20383084295142812,661.0329332352693,Passed,Passed,Passed
1553,2024-06-04T17:00:00.0/2024-06-04T18:00:00.0,377.639,157.4158,39.6206,117.7952,129.4741,2024-06-04 17:00:00,2024-06-04 18:00:00,129.4741,0.3060117815068805,1.25979531402878,72.1809545442073,156,1326.501897774277,0.38779508280018593,0.7483060785512001,0.09760566510854086,405.92520891016443,Passed,Passed,Passed
1554,2024-06-04T18:00:00.0/2024-06-04T19:00:00.0,99.8167,27.2441,2.2261,25.018,16.873,2024-06-04 18:00:00,2024-06-04 19:00:00,16.873,0.1319326735020446,1.4384778821672521,82.41871157110049,156,1326.501897774277,0.15567261719929604,0.9182905656637584,0.012719921492996748,175.00894177889623,Passed,Passed,Passed
1555,2024-06-04T19:00:00.0/2024-06-04T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 19:00:00,2024-06-04 20:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1556,2024-06-04T20:00:00.0/2024-06-04T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 20:00:00,2024-06-04 21:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1557,2024-06-04T21:00:00.0/2024-06-04T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 21:00:00,2024-06-04 22:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1558,2024-06-04T22:00:00.0/2024-06-04T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 22:00:00,2024-06-04 23:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1559,2024-06-04T23:00:00.0/2024-06-05T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-04 23:00:00,2024-06-05 00:00:00,0.0,,,,156,1326.501897774277,,,0.0,,Failed,Passed,Failed
1560,2024-06-05T00:00:00.0/2024-06-05T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 00:00:00,2024-06-05 01:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1561,2024-06-05T01:00:00.0/2024-06-05T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 01:00:00,2024-06-05 02:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1562,2024-06-05T02:00:00.0/2024-06-05T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 02:00:00,2024-06-05 03:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1563,2024-06-05T03:00:00.0/2024-06-05T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 03:00:00,2024-06-05 04:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1564,2024-06-05T04:00:00.0/2024-06-05T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 04:00:00,2024-06-05 05:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1565,2024-06-05T05:00:00.0/2024-06-05T06:00:00.0,100.2787,28.0151,2.2199,25.7952,16.6544,2024-06-05 05:00:00,2024-06-05 06:00:00,16.6544,0.13329210298779898,1.4371063390661396,82.34012793998646,157,1326.165830010809,0.15848564195786125,0.9207605898247732,0.012558308789983116,176.76743239270067,Passed,Passed,Passed
1566,2024-06-05T06:00:00.0/2024-06-05T07:00:00.0,378.1093,160.4942,41.391,119.1032,135.0596,2024-06-05 06:00:00,2024-06-05 07:00:00,135.0596,0.30646470150955585,1.2593195351800937,72.15369442419596,157,1326.165830010809,0.39489446704361514,0.7421028298841952,0.1018421655449373,406.42301524643494,Passed,Passed,Passed
1567,2024-06-05T07:00:00.0/2024-06-05T08:00:00.0,649.5233,353.0504,141.0717,211.9787,282.8947,2024-06-05 07:00:00,2024-06-05 08:00:00,282.8947,0.4986721207572995,1.048730176592442,60.087812966756445,157,1326.165830010809,0.5338555786897147,0.6004205065339113,0.21331774171688184,661.3219269273545,Passed,Passed,Passed
1568,2024-06-05T08:00:00.0/2024-06-05T09:00:00.0,892.8514,544.8763,254.591,290.2853,376.2558,2024-06-05 08:00:00,2024-06-05 09:00:00,376.2558,0.6766433899490719,0.8276019829568801,47.41810074008712,157,1326.165830010809,0.6072118534821326,0.5327544985898635,0.28371700694243746,897.3413428531385,Passed,Passed,Passed
1569,2024-06-05T09:00:00.0/2024-06-05T10:00:00.0,1091.5157,694.4567,325.9799,368.4767,394.9842,2024-06-05 09:00:00,2024-06-05 10:00:00,394.9842,0.8252988347381995,0.6000651357671892,34.38119971240468,157,1326.165830010809,0.6345065456051897,0.5305970840226611,0.2978392227137843,1094.4831141775378,Passed,Passed,Passed
1570,2024-06-05T10:00:00.0/2024-06-05T11:00:00.0,1231.983,795.578,357.1324,438.4456,383.5682,2024-06-05 10:00:00,2024-06-05 11:00:00,383.5682,0.9310792709093193,0.3734361725514894,21.3963166047195,157,1326.165830010809,0.6443150467905578,0.5511032230654945,0.28923094783468645,1234.7655141113164,Passed,Passed,Passed
1571,2024-06-05T11:00:00.0/2024-06-05T12:00:00.0,1304.6875,837.467,356.838,480.629,361.8035,2024-06-05 11:00:00,2024-06-05 12:00:00,361.8035,0.9862756993782537,0.1658662639632011,9.503436888694281,157,1326.165830010809,0.6402823590938473,0.5739079868221674,0.27281919938854937,1307.965131485453,Passed,Passed,Passed
1572,2024-06-05T12:00:00.0/2024-06-05T13:00:00.0,1304.6825,812.9926,318.5261,494.4664,322.7806,2024-06-05 12:00:00,2024-06-05 13:00:00,322.7806,0.9868195300461057,0.16253938775686763,9.31282092310888,157,1326.165830010809,0.6212280012758713,0.6082052899374484,0.24339384464261846,1308.6863411344702,Passed,Passed,Passed
1573,2024-06-05T13:00:00.0/2024-06-05T14:00:00.0,1231.9774,724.5323,244.9569,479.5754,262.4573,2024-06-05 13:00:00,2024-06-05 14:00:00,262.4573,0.9333209630671351,0.3672424755261885,21.041443905587027,157,1326.165830010809,0.5853678917649334,0.661910310968883,0.1979068484956069,1237.7383696524148,Passed,Passed,Passed
1574,2024-06-05T14:00:00.0/2024-06-05T15:00:00.0,1091.537,599.5356,175.4111,424.1245,212.4925,2024-06-05 14:00:00,2024-06-05 15:00:00,212.4925,0.8254931350518255,0.5997209698507769,34.36148045794201,157,1326.165830010809,0.5476507372662331,0.7074217110710356,0.16023071564004032,1094.7407886142291,Passed,Passed,Passed
1575,2024-06-05T15:00:00.0/2024-06-05T16:00:00.0,892.9418,471.7625,136.8638,334.8987,202.1398,2024-06-05 15:00:00,2024-06-05 16:00:00,202.1398,0.6770749748441424,0.827015680043708,47.38450805764613,157,1326.165830010809,0.5253984899716848,0.7098883442410112,0.15242422585895796,897.9136959937297,Passed,Passed,Passed
1576,2024-06-05T16:00:00.0/2024-06-05T17:00:00.0,649.735,315.8803,83.9394,231.9409,170.0133,2024-06-05 16:00:00,2024-06-05 17:00:00,170.0133,0.49372254994168097,1.0544310846659206,60.414450938758826,157,1326.165830010809,0.48243826260376066,0.7342683288574818,0.12819912574479037,654.7579752384624,Passed,Passed,Passed
1577,2024-06-05T17:00:00.0/2024-06-05T18:00:00.0,378.4983,154.7676,32.2839,122.4838,105.9616,2024-06-05 17:00:00,2024-06-05 18:00:00,105.9616,0.3046745236010025,1.2611996393047473,72.26141645558376,157,1326.165830010809,0.38304171532333253,0.7914046609238627,0.0799007164881758,404.0489424744713,Passed,Passed,Passed
1578,2024-06-05T18:00:00.0/2024-06-05T19:00:00.0,100.8049,28.5548,1.7193,26.8355,12.7189,2024-06-05 18:00:00,2024-06-05 19:00:00,12.7189,0.13517678415586257,1.4352044446978358,82.23115741960295,157,1326.165830010809,0.15928657664231308,0.9397894574642441,0.009590731198296922,179.26683215825147,Passed,Passed,Passed
1579,2024-06-05T19:00:00.0/2024-06-05T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 19:00:00,2024-06-05 20:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1580,2024-06-05T20:00:00.0/2024-06-05T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 20:00:00,2024-06-05 21:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1581,2024-06-05T21:00:00.0/2024-06-05T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 21:00:00,2024-06-05 22:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1582,2024-06-05T22:00:00.0/2024-06-05T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 22:00:00,2024-06-05 23:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1583,2024-06-05T23:00:00.0/2024-06-06T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-05 23:00:00,2024-06-06 00:00:00,0.0,,,,157,1326.165830010809,,,0.0,,Failed,Passed,Failed
1584,2024-06-06T00:00:00.0/2024-06-06T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 00:00:00,2024-06-06 01:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1585,2024-06-06T01:00:00.0/2024-06-06T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 01:00:00,2024-06-06 02:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1586,2024-06-06T02:00:00.0/2024-06-06T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 02:00:00,2024-06-06 03:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1587,2024-06-06T03:00:00.0/2024-06-06T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 03:00:00,2024-06-06 04:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1588,2024-06-06T04:00:00.0/2024-06-06T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 04:00:00,2024-06-06 05:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1589,2024-06-06T05:00:00.0/2024-06-06T06:00:00.0,101.2124,30.6836,3.1507,27.5329,23.5201,2024-06-06 05:00:00,2024-06-06 06:00:00,23.5201,0.1339577637850178,1.436434654572976,82.3016432533638,158,1325.8418622931824,0.17276139257449027,0.8973164817687626,0.017739747604076643,177.60681100535825,Passed,Passed,Passed
1590,2024-06-06T06:00:00.0/2024-06-06T07:00:00.0,378.9376,175.221,54.7696,120.4514,179.0654,2024-06-06 06:00:00,2024-06-06 07:00:00,179.0654,0.305863667687895,1.259950887351331,72.18986823899428,158,1325.8418622931824,0.4320823588789385,0.6874255939641938,0.13505788668513427,405.5268547751418,Passed,Passed,Passed
1591,2024-06-06T07:00:00.0/2024-06-06T08:00:00.0,650.0687,378.7122,176.6662,202.046,354.4304,2024-06-06 07:00:00,2024-06-06 08:00:00,354.4304,0.4984510358027979,1.048985219405679,60.10242584355007,158,1325.8418622931824,0.5730533632071867,0.5335080306364569,0.2673247919529223,660.8672495707474,Passed,Passed,Passed
1592,2024-06-06T08:00:00.0/2024-06-06T09:00:00.0,893.1442,579.7932,317.3592,262.434,468.2112,2024-06-06 08:00:00,2024-06-06 09:00:00,468.2112,0.6778120642991878,0.8260136207423069,47.32709428885402,158,1325.8418622931824,0.6451669261569822,0.45263380115530855,0.3531425679908611,898.6716096152215,Passed,Passed,Passed
1593,2024-06-06T09:00:00.0/2024-06-06T10:00:00.0,1091.6029,744.821,433.7303,311.0907,524.8731,2024-06-06 09:00:00,2024-06-06 10:00:00,524.8731,0.8263526936320417,0.5981963422779639,34.27412573269055,158,1325.8418622931824,0.6798212543283313,0.41767176274567985,0.395879112681038,1095.6129942360938,Passed,Passed,Passed
1594,2024-06-06T10:00:00.0/2024-06-06T11:00:00.0,1231.9253,860.6729,512.085,348.5879,549.5481,2024-06-06 10:00:00,2024-06-06 11:00:00,549.5481,0.9318292611693136,0.3713749504925398,21.278217280102425,158,1325.8418622931824,0.6966426464826221,0.4050178645104313,0.4144899294773352,1235.458242968003,Passed,Passed,Passed
1595,2024-06-06T11:00:00.0/2024-06-06T12:00:00.0,1304.5547,908.2026,520.5964,387.6061,527.8262,2024-06-06 11:00:00,2024-06-06 12:00:00,527.8262,0.9863028777275549,0.1657015721984164,9.494000745651558,158,1325.8418622931824,0.6945135339584623,0.4267837374612229,0.39810645221826774,1307.6816441914264,Passed,Passed,Passed
1596,2024-06-06T12:00:00.0/2024-06-06T13:00:00.0,1304.5494,871.0153,429.247,441.7683,434.818,2024-06-06 12:00:00,2024-06-06 13:00:00,434.818,0.9871877429177266,0.16024799488510452,9.181533782350492,158,1325.8418622931824,0.6654789181912876,0.5071877612253195,0.3279561555312009,1308.854835503042,Passed,Passed,Passed
1597,2024-06-06T13:00:00.0/2024-06-06T14:00:00.0,1231.9182,769.6495,316.0952,453.5542,338.5908,2024-06-06 13:00:00,2024-06-06 14:00:00,338.5908,0.9335613962340383,0.3665722418275823,21.003042343369447,158,1325.8418622931824,0.6218109696235601,0.589299674722065,0.2553779674857843,1237.754780147961,Passed,Passed,Passed
1598,2024-06-06T14:00:00.0/2024-06-06T15:00:00.0,1091.6202,631.7522,220.4374,411.3148,266.6666,2024-06-06 14:00:00,2024-06-06 15:00:00,266.6666,0.8266404566601142,0.5976851649622721,34.244837429918576,158,1325.8418622931824,0.5764191216539967,0.6510698340266958,0.20113001978891523,1095.9945225051326,Passed,Passed,Passed
1599,2024-06-06T15:00:00.0/2024-06-06T16:00:00.0,893.226,490.1436,159.4055,330.7381,234.9788,2024-06-06 15:00:00,2024-06-06 16:00:00,234.9788,0.6783824753552236,0.8252375218243517,47.28262709637052,158,1325.8418622931824,0.5449504162167691,0.67477796302961,0.17722988440987944,899.4278844720285,Passed,Passed,Passed
1600,2024-06-06T16:00:00.0/2024-06-06T17:00:00.0,650.2644,323.1012,93.4559,229.6453,188.2956,2024-06-06 16:00:00,2024-06-06 17:00:00,188.2956,0.4963254584812391,1.0514353745997371,60.24280939532166,158,1325.8418622931824,0.49099864226454265,0.7107534729057026,0.14201965208303427,658.0490701762836,Passed,Passed,Passed
1601,2024-06-06T17:00:00.0/2024-06-06T18:00:00.0,379.3001,152.5212,31.244,121.2772,101.1713,2024-06-06 17:00:00,2024-06-06 18:00:00,101.1713,0.30882275902355705,1.2568412857961269,72.01170119391377,158,1325.8418622931824,0.37250249633932003,0.7951497890129372,0.07630721496831729,409.4501419423116,Passed,Passed,Passed
1602,2024-06-06T18:00:00.0/2024-06-06T19:00:00.0,101.6959,27.0391,1.4954,25.5437,11.0547,2024-06-06 18:00:00,2024-06-06 19:00:00,11.0547,0.13527277990357042,1.4351075590502376,82.22560628090018,158,1325.8418622931824,0.1507613749476772,0.9446949047860321,0.008337872196070004,179.35031442492559,Passed,Passed,Passed
1603,2024-06-06T19:00:00.0/2024-06-06T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 19:00:00,2024-06-06 20:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1604,2024-06-06T20:00:00.0/2024-06-06T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 20:00:00,2024-06-06 21:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1605,2024-06-06T21:00:00.0/2024-06-06T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 21:00:00,2024-06-06 22:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1606,2024-06-06T22:00:00.0/2024-06-06T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 22:00:00,2024-06-06 23:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1607,2024-06-06T23:00:00.0/2024-06-07T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-06 23:00:00,2024-06-07 00:00:00,0.0,,,,158,1325.8418622931824,,,0.0,,Failed,Passed,Failed
1608,2024-06-07T00:00:00.0/2024-06-07T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-07 00:00:00,2024-06-07 01:00:00,0.0,,,,159,1325.5300906200237,,,0.0,,Failed,Passed,Failed
1609,2024-06-07T01:00:00.0/2024-06-07T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-07 01:00:00,2024-06-07 02:00:00,0.0,,,,159,1325.5300906200237,,,0.0,,Failed,Passed,Failed
1610,2024-06-07T02:00:00.0/2024-06-07T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-07 02:00:00,2024-06-07 03:00:00,0.0,,,,159,1325.5300906200237,,,0.0,,Failed,Passed,Failed
1611,2024-06-07T03:00:00.0/2024-06-07T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-07 03:00:00,2024-06-07 04:00:00,0.0,,,,159,1325.5300906200237,,,0.0,,Failed,Passed,Failed
1612,2024-06-07T04:00:00.0/2024-06-07T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2024-06-07 04:00:00,2024-06-07 05:00:00,0.0,,,,159,1325.5300906200237,,,0.0,,Failed,Passed,Failed
1613,2024-06-07T05:00:00.0/2024-06-07T06:00:00.0,102.0884,28.8947,2.1704,26.7243,16.0498,2024-06-07 05:00:00,2024-06-07 06:00:00,16.0498,0.1352290994280303,1.4351516446114154,82.22813219749314,159,1325.5300906200237,0.16119755227334523,0.9248858787251641,0.01210821249066675,179.25024041930118,Passed,Passed,Passed
1614,2024-06-07T06:00:00.0/2024-06-07T07:00:00.0,379.7083,161.9371,41.193,120.744,133.8775,2024-06-07 06:00:00,2024-06-07 07:00:00,133.8775,0.30769248006573163,1.2580294236909966,72.07977648076937,159,1325.5300906200237,0.39704513981725936,0.7456228375091317,0.1009992160475045,407.8556409846291,Passed,Passed,Passed
1615,2024-06-07T07:00:00.0/2024-06-07T08:00:00.0,650.5717,352.0399,137.8572,214.1826,276.0347,2024-06-07 07:00:00,2024-06-07 08:00:00,276.0347,0.49942018159311125,1.0478669385238097,60.038353068708794,159,1325.5300906200237,0.531785155056009,0.6084043314408396,0.20824476332399464,661.9964785645855,Passed,Passed,Passed
1616,2024-06-07T08:00:00.0/2024-06-07T09:00:00.0,893.4079,547.3766,259.0882,288.2884,381.3962,2024-06-07 08:00:00,2024-06-07 09:00:00,381.3962,0.6793151059187271,0.823967388894532,47.20985384007126,159,1325.5300906200237,0.6078905114444203,0.5266728610612876,0.2877310765699781,900.4526139080014,Passed,Passed,Passed
1617,2024-06-07T09:00:00.0/2024-06-07T10:00:00.0,1091.672,719.0186,380.4653,338.5533,459.8877,2024-06-07 09:00:00,2024-06-07 10:00:00,459.8877,0.8273004474788085,0.5965113161024396,34.17758084446393,159,1325.5300906200237,0.6556729617520624,0.47085471780563115,0.3469462543735126,1096.611637116571,Passed,Passed,Passed
1618,2024-06-07T10:00:00.0/2024-06-07T11:00:00.0,1231.8572,843.5347,474.1532,369.3815,508.5541,2024-06-07 10:00:00,2024-06-07 11:00:00,508.5541,0.9323554760447316,0.369922201162427,21.194980874796503,159,1325.5300906200237,0.6825458582525648,0.4378972198772617,0.3836609244850271,1235.8652386516483,Passed,Passed,Passed
1619,2024-06-07T11:00:00.0/2024-06-07T12:00:00.0,1304.4158,907.5934,521.7554,385.838,528.7408,2024-06-07 11:00:00,2024-06-07 12:00:00,528.7408,0.9867886117356557,0.1627303371666443,9.323761518389597,159,1325.5300906200237,0.6938691986131773,0.4251220866083866,0.39889007706545443,1308.017997936771,Passed,Passed,Passed
1620,2024-06-07T12:00:00.0/2024-06-07T13:00:00.0,1304.4102,903.7079,511.7999,391.908,518.6039,2024-06-07 12:00:00,2024-06-07 13:00:00,518.6039,0.9868801603690216,0.1621642919471222,9.291329516297425,159,1325.5300906200237,0.6908345820358089,0.4336666748182682,0.3912426459948716,1308.1393484050527,Passed,Passed,Passed
1621,2024-06-07T13:00:00.0/2024-06-07T14:00:00.0,1231.8489,834.8116,452.9868,381.8249,485.7615,2024-06-07 13:00:00,2024-06-07 14:00:00,485.7615,0.9325290291634886,0.36944186899995557,21.1674598691225,159,1325.5300906200237,0.6753618493205615,0.4573785270832365,0.36646584143011235,1236.0952885328816,Passed,Passed,Passed
1622,2024-06-07T14:00:00.0/2024-06-07T15:00:00.0,1091.6855,710.4003,360.9871,349.4132,436.4774,2024-06-07 14:00:00,2024-06-07 15:00:00,436.4774,0.8270464862556458,0.5969632473169558,34.20347459568593,159,1325.5300906200237,0.6480128594467401,0.49185395895806916,0.32928516907212224,1096.2750038734184,Passed,Passed,Passed
1623,2024-06-07T15:00:00.0/2024-06-07T16:00:00.0,893.4811,546.0694,255.2733,290.7961,376.0455,2024-06-07 15:00:00,2024-06-07 16:00:00,376.0455,0.6788362046614038,0.8246197822673834,47.247233226917956,159,1325.5300906200237,0.6068666238458065,0.5325259023853013,0.28369442735479716,899.8178158809835,Passed,Passed,Passed
1624,2024-06-07T16:00:00.0/2024-06-07T17:00:00.0,650.7513,353.1969,138.8544,214.3425,278.033,2024-06-07 16:00:00,2024-06-07 17:00:00,278.033,0.4994169756827428,1.0478706389570092,60.03856508791349,159,1325.5300906200237,0.5335363234028239,0.606864046654996,0.2097523111451575,661.9922290339242,Passed,Passed,Passed
1625,2024-06-07T17:00:00.0/2024-06-07T18:00:00.0,380.0443,161.8828,41.3835,120.4993,133.9308,2024-06-07 17:00:00,2024-06-07 18:00:00,133.9308,0.30899165837880455,1.2566637011634845,72.00152634395698,159,1325.5300906200237,0.39524315855582537,0.7443613527811479,0.10103942637571749,409.5777409316882,Passed,Passed,Passed
